bucket,query_value,actual_frequency,estimated_frequency,selectivity_error
20,Dyslexic Love,1.0,1.0075839653304441,7.271299453925352e-06
20,Earth Is Heaven,1.0,1.0075839653304441,7.271299453925352e-06
20,Easy to Make Money,1.0,1.0075839653304441,7.271299453925352e-06
20,Eddsworld 20k,1.0,1.0075839653304441,7.271299453925352e-06
20,Egypt's Pyramids,1.0,1.0075839653304441,7.271299453925352e-06
20,Eight Out of a Hundred,1.0,1.0075839653304441,7.271299453925352e-06
20,Ein Leben ohne Geländer,1.0,1.0075839653304441,7.271299453925352e-06
20,Ein rabenschwarzer Tag,1.0,1.0075839653304441,7.271299453925352e-06
20,Eine Posse à la Lansing,1.0,1.0075839653304441,7.271299453925352e-06
20,El exterior,1.0,1.0075839653304441,7.271299453925352e-06
20,El gato volador,1.0,1.0075839653304441,7.271299453925352e-06
20,El lenguaje de la arquitectura,1.0,1.0075839653304441,7.271299453925352e-06
20,El tesoro de la isla Maciel,1.0,1.0075839653304441,7.271299453925352e-06
20,El triunfo del amor,1.0,1.0075839653304441,7.271299453925352e-06
20,Enfrentamiento,1.0,1.0075839653304441,7.271299453925352e-06
20,Enquanto Lineu Dormia,1.0,1.0075839653304441,7.271299453925352e-06
20,Estatua de sal,1.0,1.0075839653304441,7.271299453925352e-06
20,Faerie Tales,1.0,1.0075839653304441,7.271299453925352e-06
20,Fall of Particles,1.0,1.0075839653304441,7.271299453925352e-06
20,Familjens traditioner,1.0,1.0075839653304441,7.271299453925352e-06
20,Family Times,1.0,1.0075839653304441,7.271299453925352e-06
20,Fanciful Family Room,1.0,1.0075839653304441,7.271299453925352e-06
20,Father Complex,1.0,1.0075839653304441,7.271299453925352e-06
20,Fiesta de la vendimia en Montilla,1.0,1.0075839653304441,7.271299453925352e-06
20,Fiesta Fanfare,1.0,1.0075839653304441,7.271299453925352e-06
20,Fighting Geese,1.0,1.0075839653304441,7.271299453925352e-06
20,Finals,1.0,1.0075839653304441,7.271299453925352e-06
20,Find the Lady,1.0,1.0075839653304441,7.271299453925352e-06
20,Fine China,1.0,1.0075839653304441,7.271299453925352e-06
20,Flans en concierto,1.0,1.0075839653304441,7.271299453925352e-06
20,"Floraleda Sacchi - Harpist, Part I",1.0,1.0075839653304441,7.271299453925352e-06
20,Flying High,1.0,1.0075839653304441,7.271299453925352e-06
20,Font du jardinage 2,1.0,1.0075839653304441,7.271299453925352e-06
20,Foolproof Alibi/Left Behind,1.0,1.0075839653304441,7.271299453925352e-06
20,Football's Coming Home,1.0,1.0075839653304441,7.271299453925352e-06
20,Foxy Laddie,1.0,1.0075839653304441,7.271299453925352e-06
20,Frank,1.0,1.0075839653304441,7.271299453925352e-06
20,Frankenhunter,1.0,1.0075839653304441,7.271299453925352e-06
20,Frannie's Christmas,1.0,1.0075839653304441,7.271299453925352e-06
20,Freeze Dance,1.0,1.0075839653304441,7.271299453925352e-06
20,Fresh Meat 7,1.0,1.0075839653304441,7.271299453925352e-06
20,Game Over,1.0,1.0075839653304441,7.271299453925352e-06
20,Geen nieuws,1.0,1.0075839653304441,7.271299453925352e-06
20,Gemini Dating,1.0,1.0075839653304441,7.271299453925352e-06
20,Gentle Grandmother,1.0,1.0075839653304441,7.271299453925352e-06
20,Gerechtigkeit für Elisa,1.0,1.0075839653304441,7.271299453925352e-06
20,Ghost Coach,1.0,1.0075839653304441,7.271299453925352e-06
20,Giovinezza,1.0,1.0075839653304441,7.271299453925352e-06
20,Give It to Me White Boy,1.0,1.0075839653304441,7.271299453925352e-06
20,Giving Back,1.0,1.0075839653304441,7.271299453925352e-06
20,Gloriosa Impresa,1.0,1.0075839653304441,7.271299453925352e-06
20,Going Up,1.0,1.0075839653304441,7.271299453925352e-06
20,Goldkronach,1.0,1.0075839653304441,7.271299453925352e-06
20,Guess Who's Coming to Our House?,1.0,1.0075839653304441,7.271299453925352e-06
20,"Guts Ishimatsu, Koichi Wajima & Yoko Gushiken",1.0,1.0075839653304441,7.271299453925352e-06
20,Gypsy Road,1.0,1.0075839653304441,7.271299453925352e-06
20,Happiness Is...,1.0,1.0075839653304441,7.271299453925352e-06
20,Happy Holidays 2,1.0,1.0075839653304441,7.271299453925352e-06
20,Heaven helps those who help themselves,1.0,1.0075839653304441,7.271299453925352e-06
20,"Hello Darkness, My Old Friend",1.0,1.0075839653304441,7.271299453925352e-06
20,Help Wanted: Firefly,1.0,1.0075839653304441,7.271299453925352e-06
20,High Stakes,1.0,1.0075839653304441,7.271299453925352e-06
20,"Honey, I'm Fooling Around!",1.0,1.0075839653304441,7.271299453925352e-06
20,Honrô,1.0,1.0075839653304441,7.271299453925352e-06
20,Horografimata Lykeio Ellinidon - Dionysis Savvopoulos,1.0,1.0075839653304441,7.271299453925352e-06
20,Hospital.: 6-nin no ishi,1.0,1.0075839653304441,7.271299453925352e-06
20,House Party,1.0,1.0075839653304441,7.271299453925352e-06
20,How My Next Door Neighbour Discovered Life on Mars,1.0,1.0075839653304441,7.271299453925352e-06
20,Hronican zivot,1.0,1.0075839653304441,7.271299453925352e-06
20,Huacharia of the Amazon,1.0,1.0075839653304441,7.271299453925352e-06
20,Huellas en el viento,1.0,1.0075839653304441,7.271299453925352e-06
20,Hurricanes,1.0,1.0075839653304441,7.271299453925352e-06
20,I Coulda' Been the Man,1.0,1.0075839653304441,7.271299453925352e-06
20,I sfagi tou kokora,1.0,1.0075839653304441,7.271299453925352e-06
20,Iida näkee paljasta syvemmälle,1.0,1.0075839653304441,7.271299453925352e-06
20,Ils l'ont pendu,1.0,1.0075839653304441,7.271299453925352e-06
20,Imposters and Impersonators,1.0,1.0075839653304441,7.271299453925352e-06
20,In Progress,1.0,1.0075839653304441,7.271299453925352e-06
20,In Search of the Tasmanian Tiger,1.0,1.0075839653304441,7.271299453925352e-06
20,In Style,1.0,1.0075839653304441,7.271299453925352e-06
20,In the Realms of the Unreal,1.0,1.0075839653304441,7.271299453925352e-06
20,India & Vietnam: Complex Cuisine,1.0,1.0075839653304441,7.271299453925352e-06
20,Indian Summer of an Emperor,1.0,1.0075839653304441,7.271299453925352e-06
20,Innocence,1.0,1.0075839653304441,7.271299453925352e-06
20,Inside Chernobyl Sarcophagus,1.0,1.0075839653304441,7.271299453925352e-06
20,Inside Information: The Brain and How It Works,1.0,1.0075839653304441,7.271299453925352e-06
20,Inside Saddam's Stronghold,1.0,1.0075839653304441,7.271299453925352e-06
20,Irugu - Porugu,1.0,1.0075839653304441,7.271299453925352e-06
20,Iskam bebe!,1.0,1.0075839653304441,7.271299453925352e-06
20,Islander Sacrifice,1.0,1.0075839653304441,7.271299453925352e-06
20,Jakob Dylan & Neko Case,1.0,1.0075839653304441,7.271299453925352e-06
20,James Stewart's Wonderful Life,1.0,1.0075839653304441,7.271299453925352e-06
20,Jameson Tonight,1.0,1.0075839653304441,7.271299453925352e-06
20,Janine,1.0,1.0075839653304441,7.271299453925352e-06
20,Jesse McCartney,1.0,1.0075839653304441,7.271299453925352e-06
20,Jet Set,1.0,1.0075839653304441,7.271299453925352e-06
20,Jet Trail,1.0,1.0075839653304441,7.271299453925352e-06
20,Jhutha Sach,1.0,1.0075839653304441,7.271299453925352e-06
20,Ji ming zao kan tian,1.0,1.0075839653304441,7.271299453925352e-06
20,Jingle All the Way,1.0,1.0075839653304441,7.271299453925352e-06
20,Jitsuroku ijô seihanzai: Amai wana,1.0,1.0075839653304441,7.271299453925352e-06
20,Kaine Gnade II,1.0,1.0075839653304441,7.271299453925352e-06
20,Kaiser Wilhelm and the German Cuirrassiers Galloping,1.0,1.0075839653304441,7.271299453925352e-06
20,Kan ni katabira doyô ni nunoko,1.0,1.0075839653304441,7.271299453925352e-06
20,Karla enfrenta a su madre,1.0,1.0075839653304441,7.271299453925352e-06
20,Karte 05,1.0,1.0075839653304441,7.271299453925352e-06
20,Kevin Augunas,1.0,1.0075839653304441,7.271299453925352e-06
20,Kilkenny Cross,1.0,1.0075839653304441,7.271299453925352e-06
20,King Chang/End of the Universe-Ity,1.0,1.0075839653304441,7.271299453925352e-06
20,King of the Grizzlies: Part 1,1.0,1.0075839653304441,7.271299453925352e-06
20,Kings of the East,1.0,1.0075839653304441,7.271299453925352e-06
20,Kocka,1.0,1.0075839653304441,7.271299453925352e-06
20,Krakonos a správce Markvart,1.0,1.0075839653304441,7.271299453925352e-06
20,Kristi,1.0,1.0075839653304441,7.271299453925352e-06
20,Kyle Richards Requests 'RHOBH' Producers Shoot Her from the Chest Up,1.0,1.0075839653304441,7.271299453925352e-06
20,Kyoufu no X teikoku,1.0,1.0075839653304441,7.271299453925352e-06
20,L'anniversario,1.0,1.0075839653304441,7.271299453925352e-06
20,L'équipe de Laurent Baffie pour l'ANECAH,1.0,1.0075839653304441,7.271299453925352e-06
20,L'océan vert,1.0,1.0075839653304441,7.271299453925352e-06
20,L'odyssée des plantes,1.0,1.0075839653304441,7.271299453925352e-06
20,L'ultimo ruolo,1.0,1.0075839653304441,7.271299453925352e-06
20,La bous-bous-mie,1.0,1.0075839653304441,7.271299453925352e-06
20,La despedida de soltera,1.0,1.0075839653304441,7.271299453925352e-06
20,La fille des collines,1.0,1.0075839653304441,7.271299453925352e-06
20,La malheureuse,1.0,1.0075839653304441,7.271299453925352e-06
20,La nuit de la poésie 28 Mars 1980,1.0,1.0075839653304441,7.271299453925352e-06
20,La triste noticia,1.0,1.0075839653304441,7.271299453925352e-06
20,La vie au village en Bulgarie,1.0,1.0075839653304441,7.271299453925352e-06
20,Lacrime d'amore,1.0,1.0075839653304441,7.271299453925352e-06
20,Lady Killas,1.0,1.0075839653304441,7.271299453925352e-06
20,Larceny on the Air,1.0,1.0075839653304441,7.271299453925352e-06
20,Latin Chic,1.0,1.0075839653304441,7.271299453925352e-06
20,Le magnifiche sette,1.0,1.0075839653304441,7.271299453925352e-06
20,Le soleil de minuit,1.0,1.0075839653304441,7.271299453925352e-06
20,Legend of the Macunas: Part 2,1.0,1.0075839653304441,7.271299453925352e-06
20,Les outils,1.0,1.0075839653304441,7.271299453925352e-06
20,Let's Play Dirty,1.0,1.0075839653304441,7.271299453925352e-06
20,Lipstick on a Pig Roast,1.0,1.0075839653304441,7.271299453925352e-06
20,Lístek do památníku,1.0,1.0075839653304441,7.271299453925352e-06
20,Little Stones,1.0,1.0075839653304441,7.271299453925352e-06
20,Livet er ikke det værste man har,1.0,1.0075839653304441,7.271299453925352e-06
20,Lokhay,1.0,1.0075839653304441,7.271299453925352e-06
20,"Looking Back, Looking Ahead",1.0,1.0075839653304441,7.271299453925352e-06
20,Lost in Paradise,1.0,1.0075839653304441,7.271299453925352e-06
20,Love Is Strange,1.0,1.0075839653304441,7.271299453925352e-06
20,"Luke's Freakshow, Vol. 3: Cancun 1999",1.0,1.0075839653304441,7.271299453925352e-06
20,Luxor wil bij de groep horen,1.0,1.0075839653304441,7.271299453925352e-06
20,Lykkens galocher,1.0,1.0075839653304441,7.271299453925352e-06
20,Madness Combat,1.0,1.0075839653304441,7.271299453925352e-06
20,Magdalen Islands,1.0,1.0075839653304441,7.271299453925352e-06
20,Mais un jour de novembre,1.0,1.0075839653304441,7.271299453925352e-06
20,"Mamá, levántate y anda",1.0,1.0075839653304441,7.271299453925352e-06
20,Marieru,1.0,1.0075839653304441,7.271299453925352e-06
20,Mario Kart 64,1.0,1.0075839653304441,7.271299453925352e-06
20,"Marjorie Proops, OBE",1.0,1.0075839653304441,7.271299453925352e-06
20,Mars in Close-Up,1.0,1.0075839653304441,7.271299453925352e-06
20,Marta,1.0,1.0075839653304441,7.271299453925352e-06
20,Mas Alla Del Mall,1.0,1.0075839653304441,7.271299453925352e-06
20,Matsui Kazuyo no shogeki,1.0,1.0075839653304441,7.271299453925352e-06
20,Matt and Drew,1.0,1.0075839653304441,7.271299453925352e-06
20,Matt Lauer Reports,1.0,1.0075839653304441,7.271299453925352e-06
20,Max and Zoe,1.0,1.0075839653304441,7.271299453925352e-06
20,Meet Danny Wilson,1.0,1.0075839653304441,7.271299453925352e-06
20,Mein Traum von mir - Das Ende der Schulzeit,1.0,1.0075839653304441,7.271299453925352e-06
20,Mellow Drama,1.0,1.0075839653304441,7.271299453925352e-06
20,Memitim,1.0,1.0075839653304441,7.271299453925352e-06
20,Mercy Date,1.0,1.0075839653304441,7.271299453925352e-06
20,Metzer entre les murs,1.0,1.0075839653304441,7.271299453925352e-06
20,Midioda matarebeli,1.0,1.0075839653304441,7.271299453925352e-06
20,Mike Huckabee,1.0,1.0075839653304441,7.271299453925352e-06
20,Mike in Space,1.0,1.0075839653304441,7.271299453925352e-06
20,"Min pernas, anavei kokkino",1.0,1.0075839653304441,7.271299453925352e-06
20,Missile Command,1.0,1.0075839653304441,7.271299453925352e-06
20,Missione natura: La risata della iena,1.0,1.0075839653304441,7.271299453925352e-06
20,Mistakes,1.0,1.0075839653304441,7.271299453925352e-06
20,Misusing Irony,1.0,1.0075839653304441,7.271299453925352e-06
20,Mme. Olga's Massage Parlor,1.0,1.0075839653304441,7.271299453925352e-06
20,"Modern, Sleek Kitchen",1.0,1.0075839653304441,7.271299453925352e-06
20,Mogholha,1.0,1.0075839653304441,7.271299453925352e-06
20,Moiraio pathos,1.0,1.0075839653304441,7.271299453925352e-06
20,Moitié-moitié,1.0,1.0075839653304441,7.271299453925352e-06
20,Molte Lampadine,1.0,1.0075839653304441,7.271299453925352e-06
20,Montana,1.0,1.0075839653304441,7.271299453925352e-06
20,Moonshine,1.0,1.0075839653304441,7.271299453925352e-06
20,Morning Walk,1.0,1.0075839653304441,7.271299453925352e-06
20,Mortal Kombat,1.0,1.0075839653304441,7.271299453925352e-06
20,Motel,1.0,1.0075839653304441,7.271299453925352e-06
20,Moving the Mountain,1.0,1.0075839653304441,7.271299453925352e-06
20,Mr. Geek,1.0,1.0075839653304441,7.271299453925352e-06
20,Murmansk: 123.4,1.0,1.0075839653304441,7.271299453925352e-06
20,Musuko no yome,1.0,1.0075839653304441,7.271299453925352e-06
20,My Big Miserable African Honeymoon,1.0,1.0075839653304441,7.271299453925352e-06
20,My Fair Lady: Minha Linda Senhora,1.0,1.0075839653304441,7.271299453925352e-06
20,My Friend Charles,1.0,1.0075839653304441,7.271299453925352e-06
20,Mys Dobroi Nadezhdi: Chast Vtoraya,1.0,1.0075839653304441,7.271299453925352e-06
20,Naan Adimai Illai,1.0,1.0075839653304441,7.271299453925352e-06
20,Når dyrene drømmer,1.0,1.0075839653304441,7.271299453925352e-06
20,Narco,1.0,1.0075839653304441,7.271299453925352e-06
20,Narmada: A Valley Rises,1.0,1.0075839653304441,7.271299453925352e-06
20,Narrow Gauge,1.0,1.0075839653304441,7.271299453925352e-06
20,Nase slobodno vrijeme,1.0,1.0075839653304441,7.271299453925352e-06
20,Natale con i tuoi,1.0,1.0075839653304441,7.271299453925352e-06
20,Nate's Neighborhood Makeover: Instant Upgrades for Your Home Plus How to Eat to Be the Biggest Loser,1.0,1.0075839653304441,7.271299453925352e-06
20,Nelly et Lio,1.0,1.0075839653304441,7.271299453925352e-06
20,Net Worth,1.0,1.0075839653304441,7.271299453925352e-06
20,New Year's Eve Special 2004: Year of the Farce,1.0,1.0075839653304441,7.271299453925352e-06
20,Ni tuyo ni mío,1.0,1.0075839653304441,7.271299453925352e-06
20,Nica and Lotlot Begin to Doubt Judah's True Motives,1.0,1.0075839653304441,7.271299453925352e-06
20,Nick and the Dobermans,1.0,1.0075839653304441,7.271299453925352e-06
20,No Greater Sin,1.0,1.0075839653304441,7.271299453925352e-06
20,Nobody's Perfect,1.0,1.0075839653304441,7.271299453925352e-06
20,Non perdiamo la testa,1.0,1.0075839653304441,7.271299453925352e-06
20,Norm's First Hurrah,1.0,1.0075839653304441,7.271299453925352e-06
20,Norrmalmstorgsdramat inifrån,1.0,1.0075839653304441,7.271299453925352e-06
20,North Indian Winter,1.0,1.0075839653304441,7.271299453925352e-06
20,North Pole Slay Ride,1.0,1.0075839653304441,7.271299453925352e-06
20,Northeast of Seoul,1.0,1.0075839653304441,7.271299453925352e-06
20,Nothing Is Fun in a Hurricane,1.0,1.0075839653304441,7.271299453925352e-06
20,O Comissário de Polícia,1.0,1.0075839653304441,7.271299453925352e-06
20,Oberösterreich,1.0,1.0075839653304441,7.271299453925352e-06
20,Oddworld: Stranger's Wrath,1.0,1.0075839653304441,7.271299453925352e-06
20,Off the Pedestal,1.0,1.0075839653304441,7.271299453925352e-06
20,Office Blues,1.0,1.0075839653304441,7.271299453925352e-06
20,Offline,1.0,1.0075839653304441,7.271299453925352e-06
20,Oh No! There's a Negro in My Daughter! 2,1.0,1.0075839653304441,7.271299453925352e-06
20,Ohayô,1.0,1.0075839653304441,7.271299453925352e-06
20,Okasazaru mono,1.0,1.0075839653304441,7.271299453925352e-06
20,Older Women with Younger Men 2,1.0,1.0075839653304441,7.271299453925352e-06
20,Omnia vincit amor,1.0,1.0075839653304441,7.271299453925352e-06
20,On the Edge of War: Uncovering 'Glorious 39',1.0,1.0075839653304441,7.271299453925352e-06
20,Onion News Empire,1.0,1.0075839653304441,7.271299453925352e-06
20,Only One Way to Kill a Zombie,1.0,1.0075839653304441,7.271299453925352e-06
20,Onna hisho no kokuhaku: kaniku no shitatari,1.0,1.0075839653304441,7.271299453925352e-06
20,Ooo Ooo's Jungle Drums,1.0,1.0075839653304441,7.271299453925352e-06
20,Open House,1.0,1.0075839653304441,7.271299453925352e-06
20,Oriental Treatment II: The Pearl Divers,1.0,1.0075839653304441,7.271299453925352e-06
20,Oros,1.0,1.0075839653304441,7.271299453925352e-06
20,Orphée,1.0,1.0075839653304441,7.271299453925352e-06
20,Out of the Shadows,1.0,1.0075839653304441,7.271299453925352e-06
20,Outrageous!,1.0,1.0075839653304441,7.271299453925352e-06
20,Pack mich,1.0,1.0075839653304441,7.271299453925352e-06
20,Paid to Dance,1.0,1.0075839653304441,7.271299453925352e-06
20,Pampered Pussycat/Parrot Blues,1.0,1.0075839653304441,7.271299453925352e-06
20,Papa Holmes' Little Girls,1.0,1.0075839653304441,7.271299453925352e-06
20,Paradise Found: Creating the Director's Cut,1.0,1.0075839653304441,7.271299453925352e-06
20,Parallel,1.0,1.0075839653304441,7.271299453925352e-06
20,"Páre, Escute, Olhe",1.0,1.0075839653304441,7.271299453925352e-06
20,París,1.0,1.0075839653304441,7.271299453925352e-06
20,Party Animals,1.0,1.0075839653304441,7.271299453925352e-06
20,Pas Boy,1.0,1.0075839653304441,7.271299453925352e-06
20,Pass it On,1.0,1.0075839653304441,7.271299453925352e-06
20,Passion Before Midnight,1.0,1.0075839653304441,7.271299453925352e-06
20,Passport,1.0,1.0075839653304441,7.271299453925352e-06
20,Patrick N.,1.0,1.0075839653304441,7.271299453925352e-06
20,Patrimoine en Mouvement,1.0,1.0075839653304441,7.271299453925352e-06
20,Paul,1.0,1.0075839653304441,7.271299453925352e-06
20,Paul Provenza/Moshe Kasher/Sasha Jackson,1.0,1.0075839653304441,7.271299453925352e-06
20,Peeking at the Planets,1.0,1.0075839653304441,7.271299453925352e-06
20,Pena ja Eki - Auringonlaskun ratsastajat,1.0,1.0075839653304441,7.271299453925352e-06
20,Permit Me,1.0,1.0075839653304441,7.271299453925352e-06
20,Perverted POV 3,1.0,1.0075839653304441,7.271299453925352e-06
20,Peter Straub,1.0,1.0075839653304441,7.271299453925352e-06
20,Philadelphia: Cutest Thing,1.0,1.0075839653304441,7.271299453925352e-06
20,Photographic Expressions Illustrated,1.0,1.0075839653304441,7.271299453925352e-06
20,"Pigalle, la nuit",1.0,1.0075839653304441,7.271299453925352e-06
20,Pippi Goes Home,1.0,1.0075839653304441,7.271299453925352e-06
20,Planspiel Atomkrieg - Raketenpoker um die Nachrüstung,1.0,1.0075839653304441,7.271299453925352e-06
20,Playboy Playmates Edition,1.0,1.0075839653304441,7.271299453925352e-06
20,Please Cum Inside Me 5,1.0,1.0075839653304441,7.271299453925352e-06
20,Points of Danger,1.0,1.0075839653304441,7.271299453925352e-06
20,Polare,1.0,1.0075839653304441,7.271299453925352e-06
20,Portraits of Hope,1.0,1.0075839653304441,7.271299453925352e-06
20,Præriens skrappe drenge,1.0,1.0075839653304441,7.271299453925352e-06
20,Predators of the Great Lakes,1.0,1.0075839653304441,7.271299453925352e-06
20,Prelude to the Divinely-Ordained Collapse,1.0,1.0075839653304441,7.271299453925352e-06
20,Preserving Eco-Systems,1.0,1.0075839653304441,7.271299453925352e-06
20,Presse Pipole,1.0,1.0075839653304441,7.271299453925352e-06
20,Prezumptsiya nevinovnosti,1.0,1.0075839653304441,7.271299453925352e-06
20,Prince Live at the Aladdin Las Vegas,1.0,1.0075839653304441,7.271299453925352e-06
20,Prisoners of Eden,1.0,1.0075839653304441,7.271299453925352e-06
20,Private Sector,1.0,1.0075839653304441,7.271299453925352e-06
20,Procession,1.0,1.0075839653304441,7.271299453925352e-06
20,Professor Jekyll and Gangster Hyde,1.0,1.0075839653304441,7.271299453925352e-06
20,Project Sweat: Into the Woods,1.0,1.0075839653304441,7.271299453925352e-06
20,Proteus,1.0,1.0075839653304441,7.271299453925352e-06
20,Prune,1.0,1.0075839653304441,7.271299453925352e-06
20,"Psychic, Shmychic",1.0,1.0075839653304441,7.271299453925352e-06
20,Psychographics,1.0,1.0075839653304441,7.271299453925352e-06
20,Puerto Rican Mambo (Not a Musical),1.0,1.0075839653304441,7.271299453925352e-06
20,Pugsley's Allowance,1.0,1.0075839653304441,7.271299453925352e-06
20,Pulsion,1.0,1.0075839653304441,7.271299453925352e-06
20,Put Put Put/Fauler Notfall/Babysitter/DVD-Kopierer/Fotos fürBerlins Strichermagazin/Germanys Next Male Model/Strassenmusikerin/Tank Matador/Blind Date mit Allergie auf Männergequatsche,1.0,1.0075839653304441,7.271299453925352e-06
20,Putting the Fun in Dysfunctional,1.0,1.0075839653304441,7.271299453925352e-06
20,Quagmire's Baby,1.0,1.0075839653304441,7.271299453925352e-06
20,Quarter-Finals: Paraguay vs Spain,1.0,1.0075839653304441,7.271299453925352e-06
20,Ranma ½ Special: Yomigaeru kioku,1.0,1.0075839653304441,7.271299453925352e-06
20,Raoh Must Die! The Legend Turns to Terror!,1.0,1.0075839653304441,7.271299453925352e-06
20,Ratnik,1.0,1.0075839653304441,7.271299453925352e-06
20,Real Life Real Drama,1.0,1.0075839653304441,7.271299453925352e-06
20,Rebeca descubre la verdad,1.0,1.0075839653304441,7.271299453925352e-06
20,Reef Doctors,1.0,1.0075839653304441,7.271299453925352e-06
20,Reencuentros,1.0,1.0075839653304441,7.271299453925352e-06
20,Remember,1.0,1.0075839653304441,7.271299453925352e-06
20,Remote,1.0,1.0075839653304441,7.271299453925352e-06
20,Rennie Mackintosh Bedroom,1.0,1.0075839653304441,7.271299453925352e-06
20,Rest Stop: Don't Look Back,1.0,1.0075839653304441,7.271299453925352e-06
20,Results Show: Two Male and Two Female Contestants Eliminated - Finalists Revealed,1.0,1.0075839653304441,7.271299453925352e-06
20,Return to El Salvador,1.0,1.0075839653304441,7.271299453925352e-06
20,Richard Holbrooke,1.0,1.0075839653304441,7.271299453925352e-06
20,Rising Shores,1.0,1.0075839653304441,7.271299453925352e-06
20,Ritratto di un fantasma,1.0,1.0075839653304441,7.271299453925352e-06
20,Road Test,1.0,1.0075839653304441,7.271299453925352e-06
20,Robin Williams - Off the Wall,1.0,1.0075839653304441,7.271299453925352e-06
20,Rocco's World: Feet Obsession,1.0,1.0075839653304441,7.271299453925352e-06
20,Rod Blagojevich,1.0,1.0075839653304441,7.271299453925352e-06
20,Rolling,1.0,1.0075839653304441,7.271299453925352e-06
20,Romance sobre ruedas,1.0,1.0075839653304441,7.271299453925352e-06
20,"Romarei, das Mädchen mit den grünen Augen",1.0,1.0075839653304441,7.271299453925352e-06
20,Rottingdean Electric Railway,1.0,1.0075839653304441,7.271299453925352e-06
20,Roveh Huliot,1.0,1.0075839653304441,7.271299453925352e-06
20,Rudolph's 60th Birthday,1.0,1.0075839653304441,7.271299453925352e-06
20,Rülpsen verboten,1.0,1.0075839653304441,7.271299453925352e-06
20,Rumble in L.A.,1.0,1.0075839653304441,7.271299453925352e-06
20,Run!,1.0,1.0075839653304441,7.271299453925352e-06
20,Running on Empty,1.0,1.0075839653304441,7.271299453925352e-06
20,Safety Last!,1.0,1.0075839653304441,7.271299453925352e-06
20,Samb-Adagio & Benjamin D,1.0,1.0075839653304441,7.271299453925352e-06
20,Sanctuary,1.0,1.0075839653304441,7.271299453925352e-06
20,Satan's School for Lust,1.0,1.0075839653304441,7.271299453925352e-06
20,Schwere Entscheidungen,1.0,1.0075839653304441,7.271299453925352e-06
20,Scoop Picture Murder Case,1.0,1.0075839653304441,7.271299453925352e-06
20,Scrapbooks from Africa and Beyond,1.0,1.0075839653304441,7.271299453925352e-06
20,Scylla,1.0,1.0075839653304441,7.271299453925352e-06
20,Sebastian Bach: Abachalypse Now,1.0,1.0075839653304441,7.271299453925352e-06
20,Secteur 1,1.0,1.0075839653304441,7.271299453925352e-06
20,See Jane Run,1.0,1.0075839653304441,7.271299453925352e-06
20,Seed: A Love Story,1.0,1.0075839653304441,7.271299453925352e-06
20,Seguridad,1.0,1.0075839653304441,7.271299453925352e-06
20,Seven Keys to Baldpate,1.0,1.0075839653304441,7.271299453925352e-06
20,Seventeen Special 33: Teenage Sex Connection,1.0,1.0075839653304441,7.271299453925352e-06
20,Sex i musik,1.0,1.0075839653304441,7.271299453925352e-06
20,Sfuoco su di me,1.0,1.0075839653304441,7.271299453925352e-06
20,Shadows from Light,1.0,1.0075839653304441,7.271299453925352e-06
20,Shakkin kuraishisu,1.0,1.0075839653304441,7.271299453925352e-06
20,She's All That,1.0,1.0075839653304441,7.271299453925352e-06
20,Shell Game,1.0,1.0075839653304441,7.271299453925352e-06
20,Shinryakusha o ute,1.0,1.0075839653304441,7.271299453925352e-06
20,Shitty Fabulous Lives,1.0,1.0075839653304441,7.271299453925352e-06
20,Short Life of a Small Boat,1.0,1.0075839653304441,7.271299453925352e-06
20,Show #56,1.0,1.0075839653304441,7.271299453925352e-06
20,Show and Tell/Tell a Story,1.0,1.0075839653304441,7.271299453925352e-06
20,Show Time/Swap Time,1.0,1.0075839653304441,7.271299453925352e-06
20,Shriek and Destroy,1.0,1.0075839653304441,7.271299453925352e-06
20,"Shûnin, Kainin, Mô Kannin",1.0,1.0075839653304441,7.271299453925352e-06
20,Sibylle,1.0,1.0075839653304441,7.271299453925352e-06
20,Sievers wartet!,1.0,1.0075839653304441,7.271299453925352e-06
20,Sigappu Rojakkal,1.0,1.0075839653304441,7.271299453925352e-06
20,Silmän lumo - Helena Kara,1.0,1.0075839653304441,7.271299453925352e-06
20,Singapura di waktu malam,1.0,1.0075839653304441,7.271299453925352e-06
20,Sklamanie,1.0,1.0075839653304441,7.271299453925352e-06
20,Sky Dancers,1.0,1.0075839653304441,7.271299453925352e-06
20,Slumber Party '57,1.0,1.0075839653304441,7.271299453925352e-06
20,Smagsdommerne anbefaler,1.0,1.0075839653304441,7.271299453925352e-06
20,Smiling in a War Zone,1.0,1.0075839653304441,7.271299453925352e-06
20,Smoke Gets in Your Pies,1.0,1.0075839653304441,7.271299453925352e-06
20,Solstikk,1.0,1.0075839653304441,7.271299453925352e-06
20,Søren Ryge i haven - Part 2,1.0,1.0075839653304441,7.271299453925352e-06
20,Spanks,1.0,1.0075839653304441,7.271299453925352e-06
20,Special Determination,1.0,1.0075839653304441,7.271299453925352e-06
20,Spesialenheten,1.0,1.0075839653304441,7.271299453925352e-06
20,Spicy Movie,1.0,1.0075839653304441,7.271299453925352e-06
20,Spionerne og studenterne,1.0,1.0075839653304441,7.271299453925352e-06
20,Splinter,1.0,1.0075839653304441,7.271299453925352e-06
20,Squeel Like a Pig,1.0,1.0075839653304441,7.271299453925352e-06
20,Stålbadet,1.0,1.0075839653304441,7.271299453925352e-06
